Fecha,Temporada,Cultivo,Parcela,Fase Productiva,Cantidad (kg),Precio por kg,Ingresos generados,Costo Total,Rentabilidad,Clima,Demanda de Mercado,Proyección Precio Temporada Siguiente,Observaciones,Línea Productiva
2023-02-10,2023-Verano,Café,Parcela B,Mantenimiento,0,0,0,411,-411,Nublado,Alta,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-06-10,2023-Verano,Soya,Parcela A,Mantenimiento,0,0,0,487,-487,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-12-29,2023-Invierno,Café,Parcela C,Mantenimiento,0,0,0,459,-459,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-08-16,2023-Invierno,Plátano,Parcela C,Cosecha,992,0.7,694.4,375,319.4,Nublado,Baja,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-02-25,2023-Verano,Café,Parcela B,Siembra,0,0,0,339,-339,Lluvioso,Alta,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-05-06,2023-Verano,Plátano,Parcela E,Mantenimiento,0,0,0,317,-317,Nublado,Alta,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-08-18,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,410,-410,Lluvioso,Baja,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-12-16,2023-Invierno,Trigo,Parcela A,Cosecha,352,0.94,330.88,225,105.88,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-04-03,2023-Verano,Maíz,Parcela D,Siembra,0,0,0,357,-357,Soleado,Alta,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-06-09,2023-Verano,Maíz,Parcela A,Siembra,0,0,0,474,-474,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-11-08,2023-Invierno,Plátano,Parcela B,Siembra,0,0,0,197,-197,Lluvioso,Media,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-06-19,2023-Verano,Plátano,Parcela A,Mantenimiento,0,0,0,477,-477,Nublado,Media,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-03-07,2023-Verano,Plátano,Parcela D,Cosecha,436,0.8,348.8,500,-151.2,Lluvioso,Alta,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-09-18,2023-Invierno,Soya,Parcela A,Cosecha,626,1.0,626.0,242,384.0,Soleado,Media,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-02-02,2023-Verano,Maíz,Parcela B,Cosecha,313,0.83,259.79,300,-40.21,Lluvioso,Baja,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-03-31,2023-Verano,Plátano,Parcela B,Siembra,0,0,0,178,-178,Lluvioso,Alta,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-09-07,2023-Invierno,Café,Parcela C,Cosecha,681,5.15,3507.15,487,3020.15,Soleado,Baja,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-09-17,2023-Invierno,Maíz,Parcela A,Mantenimiento,0,0,0,448,-448,Soleado,Baja,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-02-19,2023-Verano,Café,Parcela E,Mantenimiento,0,0,0,352,-352,Nublado,Media,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-10-18,2023-Invierno,Café,Parcela B,Mantenimiento,0,0,0,452,-452,Soleado,Baja,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-04-19,2023-Verano,Café,Parcela D,Cosecha,256,5.14,1315.84,358,957.84,Nublado,Alta,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-11-30,2023-Invierno,Trigo,Parcela B,Mantenimiento,0,0,0,289,-289,Soleado,Media,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-06-20,2023-Verano,Maíz,Parcela C,Siembra,0,0,0,458,-458,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-08-10,2023-Invierno,Soya,Parcela C,Siembra,0,0,0,377,-377,Nublado,Media,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-12-15,2023-Invierno,Trigo,Parcela D,Cosecha,704,0.97,682.88,231,451.88,Nublado,Baja,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-08-12,2023-Invierno,Soya,Parcela B,Cosecha,810,1.26,1020.6,312,708.6,Lluvioso,Alta,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-04-02,2023-Verano,Soya,Parcela A,Siembra,0,0,0,204,-204,Lluvioso,Media,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-04-04,2023-Verano,Café,Parcela A,Mantenimiento,0,0,0,387,-387,Lluvioso,Alta,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-10-17,2023-Invierno,Café,Parcela B,Cosecha,799,5.08,4058.92,261,3797.92,Lluvioso,Alta,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-12-30,2023-Invierno,Plátano,Parcela A,Siembra,0,0,0,209,-209,Lluvioso,Alta,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-04-13,2023-Verano,Café,Parcela A,Cosecha,206,5.22,1075.32,253,822.32,Nublado,Alta,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-11-05,2023-Invierno,Soya,Parcela A,Siembra,0,0,0,344,-344,Soleado,Alta,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-06-20,2023-Verano,Plátano,Parcela B,Siembra,0,0,0,210,-210,Soleado,Alta,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-09-05,2023-Invierno,Trigo,Parcela E,Mantenimiento,0,0,0,486,-486,Nublado,Baja,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-11-13,2023-Invierno,Café,Parcela A,Mantenimiento,0,0,0,262,-262,Lluvioso,Alta,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-09-01,2023-Invierno,Trigo,Parcela A,Mantenimiento,0,0,0,338,-338,Nublado,Alta,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-05-01,2023-Verano,Trigo,Parcela C,Mantenimiento,0,0,0,329,-329,Lluvioso,Media,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-04-28,2023-Verano,Café,Parcela B,Siembra,0,0,0,497,-497,Lluvioso,Baja,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-10-31,2023-Invierno,Plátano,Parcela A,Siembra,0,0,0,498,-498,Lluvioso,Baja,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-10-27,2023-Invierno,Café,Parcela D,Siembra,0,0,0,233,-233,Lluvioso,Baja,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-05-11,2023-Verano,Plátano,Parcela A,Mantenimiento,0,0,0,239,-239,Lluvioso,Alta,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-03-06,2023-Verano,Plátano,Parcela D,Cosecha,363,0.59,214.17,344,-129.83,Soleado,Media,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-09-02,2023-Invierno,Café,Parcela C,Cosecha,430,4.92,2115.6,207,1908.6,Nublado,Media,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-08-03,2023-Invierno,Café,Parcela B,Siembra,0,0,0,423,-423,Lluvioso,Media,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-03-15,2023-Verano,Trigo,Parcela A,Siembra,0,0,0,253,-253,Nublado,Media,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-08-09,2023-Invierno,Café,Parcela C,Siembra,0,0,0,244,-244,Lluvioso,Baja,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-07-17,2023-Invierno,Trigo,Parcela C,Siembra,0,0,0,317,-317,Soleado,Alta,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-01-16,2023-Verano,Trigo,Parcela D,Cosecha,433,0.79,342.07,436,-93.93,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-11-12,2023-Invierno,Soya,Parcela D,Mantenimiento,0,0,0,463,-463,Soleado,Media,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-11-26,2023-Invierno,Soya,Parcela C,Mantenimiento,0,0,0,347,-347,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Oleaginosas
2023-08-22,2023-Invierno,Plátano,Parcela C,Cosecha,935,0.62,579.7,199,380.7,Lluvioso,Baja,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-10-06,2023-Invierno,Café,Parcela C,Siembra,0,0,0,209,-209,Lluvioso,Media,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-02-05,2023-Verano,Café,Parcela D,Cosecha,349,5.27,1839.23,353,1486.23,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-11-15,2023-Invierno,Plátano,Parcela E,Cosecha,630,0.61,384.3,388,-3.7,Lluvioso,Baja,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-10-31,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,397,-397,Lluvioso,Media,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-03-14,2023-Verano,Trigo,Parcela C,Siembra,0,0,0,288,-288,Lluvioso,Alta,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-09-05,2023-Invierno,Maíz,Parcela E,Cosecha,344,0.9,309.6,251,58.6,Nublado,Baja,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-09-07,2023-Invierno,Plátano,Parcela C,Mantenimiento,0,0,0,159,-159,Soleado,Baja,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-03-02,2023-Verano,Soya,Parcela A,Siembra,0,0,0,399,-399,Soleado,Baja,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-05-05,2023-Verano,Café,Parcela D,Cosecha,819,5.24,4291.56,176,4115.56,Nublado,Media,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-08-02,2023-Invierno,Trigo,Parcela E,Mantenimiento,0,0,0,462,-462,Lluvioso,Baja,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-08-21,2023-Invierno,Soya,Parcela B,Cosecha,366,1.15,420.9,470,-49.1,Lluvioso,Media,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-09-02,2023-Invierno,Soya,Parcela C,Siembra,0,0,0,204,-204,Lluvioso,Media,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Oleaginosas
2023-06-27,2023-Verano,Maíz,Parcela B,Cosecha,453,0.88,398.64,168,230.64,Nublado,Alta,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-12-08,2023-Invierno,Plátano,Parcela E,Cosecha,393,0.64,251.52,287,-35.48,Soleado,Media,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-12-14,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,169,-169,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-12-16,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,229,-229,Lluvioso,Baja,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-04-20,2023-Verano,Maíz,Parcela E,Siembra,0,0,0,221,-221,Lluvioso,Baja,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-08-27,2023-Invierno,Maíz,Parcela C,Siembra,0,0,0,398,-398,Lluvioso,Media,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-06-08,2023-Verano,Plátano,Parcela B,Siembra,0,0,0,270,-270,Nublado,Media,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-05-28,2023-Verano,Trigo,Parcela E,Siembra,0,0,0,437,-437,Lluvioso,Alta,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-07-28,2023-Invierno,Maíz,Parcela D,Cosecha,399,0.81,323.19,414,-90.81,Soleado,Baja,0.85,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-07-12,2023-Invierno,Trigo,Parcela D,Cosecha,850,0.96,816.0,188,628.0,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-11-03,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,476,-476,Soleado,Alta,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-11-29,2023-Invierno,Café,Parcela E,Cosecha,859,5.19,4458.21,494,3964.21,Nublado,Baja,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-03-15,2023-Verano,Maíz,Parcela B,Siembra,0,0,0,171,-171,Lluvioso,Media,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-03-02,2023-Verano,Trigo,Parcela C,Siembra,0,0,0,348,-348,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-03-17,2023-Verano,Trigo,Parcela D,Cosecha,825,0.79,651.75,283,368.75,Lluvioso,Alta,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-05-27,2023-Verano,Trigo,Parcela B,Mantenimiento,0,0,0,161,-161,Soleado,Alta,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-06-15,2023-Verano,Trigo,Parcela E,Cosecha,322,0.98,315.56,162,153.56,Soleado,Baja,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-11-24,2023-Invierno,Soya,Parcela B,Mantenimiento,0,0,0,359,-359,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-11-29,2023-Invierno,Soya,Parcela D,Siembra,0,0,0,214,-214,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-04-23,2023-Verano,Trigo,Parcela A,Siembra,0,0,0,491,-491,Nublado,Media,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-07-21,2023-Invierno,Plátano,Parcela E,Siembra,0,0,0,419,-419,Soleado,Alta,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-08-05,2023-Invierno,Soya,Parcela E,Cosecha,315,1.1,346.5,202,144.5,Soleado,Baja,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-02-01,2023-Verano,Plátano,Parcela C,Cosecha,431,0.89,383.59,495,-111.41,Lluvioso,Alta,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-04-02,2023-Verano,Trigo,Parcela A,Siembra,0,0,0,210,-210,Nublado,Media,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-04-28,2023-Verano,Plátano,Parcela D,Cosecha,686,0.57,391.02,242,149.02,Lluvioso,Baja,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-02-16,2023-Verano,Plátano,Parcela D,Cosecha,652,0.87,567.24,186,381.24,Soleado,Baja,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-10-02,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,302,-302,Lluvioso,Media,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-06-08,2023-Verano,Café,Parcela E,Cosecha,508,5.07,2575.56,343,2232.56,Nublado,Baja,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-06-16,2023-Verano,Soya,Parcela D,Cosecha,591,1.13,667.83,302,365.83,Nublado,Baja,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-03-28,2023-Verano,Café,Parcela D,Mantenimiento,0,0,0,435,-435,Nublado,Media,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-03-09,2023-Verano,Plátano,Parcela B,Cosecha,379,0.94,356.26,320,36.26,Nublado,Alta,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-02-25,2023-Verano,Plátano,Parcela B,Siembra,0,0,0,312,-312,Soleado,Media,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-09-27,2023-Invierno,Soya,Parcela D,Cosecha,839,1.3,1090.7,345,745.7,Soleado,Baja,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-07-18,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,496,-496,Soleado,Baja,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-05-09,2023-Verano,Café,Parcela C,Cosecha,448,5.29,2369.92,450,1919.92,Lluvioso,Media,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-06-17,2023-Verano,Soya,Parcela B,Mantenimiento,0,0,0,438,-438,Soleado,Media,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-04-06,2023-Verano,Maíz,Parcela C,Siembra,0,0,0,164,-164,Nublado,Media,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-04-17,2023-Verano,Trigo,Parcela E,Mantenimiento,0,0,0,212,-212,Lluvioso,Media,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-05-10,2023-Verano,Café,Parcela C,Cosecha,845,5.06,4275.7,391,3884.7,Nublado,Alta,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-04-20,2023-Verano,Soya,Parcela C,Mantenimiento,0,0,0,227,-227,Lluvioso,Alta,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Oleaginosas
2023-09-23,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,239,-239,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-08-20,2023-Invierno,Soya,Parcela D,Cosecha,516,1.33,686.28,421,265.28,Soleado,Alta,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-02-22,2023-Verano,Trigo,Parcela A,Cosecha,467,0.91,424.97,494,-69.03,Nublado,Baja,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-05-27,2023-Verano,Trigo,Parcela C,Siembra,0,0,0,421,-421,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-05-27,2023-Verano,Maíz,Parcela A,Mantenimiento,0,0,0,241,-241,Lluvioso,Alta,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-05-24,2023-Verano,Trigo,Parcela D,Cosecha,993,0.89,883.77,478,405.77,Soleado,Alta,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-09-15,2023-Invierno,Maíz,Parcela C,Cosecha,317,0.71,225.07,385,-159.93,Lluvioso,Alta,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-11-29,2023-Invierno,Trigo,Parcela D,Siembra,0,0,0,390,-390,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-07-30,2023-Invierno,Trigo,Parcela A,Cosecha,913,0.77,703.01,213,490.01,Soleado,Media,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-02-06,2023-Verano,Trigo,Parcela C,Mantenimiento,0,0,0,461,-461,Lluvioso,Alta,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-12-23,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,397,-397,Soleado,Alta,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-10-28,2023-Invierno,Plátano,Parcela C,Mantenimiento,0,0,0,258,-258,Soleado,Media,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-06-26,2023-Verano,Trigo,Parcela D,Cosecha,408,1.12,456.96,296,160.96,Soleado,Baja,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-02-03,2023-Verano,Plátano,Parcela D,Mantenimiento,0,0,0,222,-222,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-12-08,2023-Invierno,Trigo,Parcela E,Cosecha,300,1.03,309.0,439,-130.0,Nublado,Media,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-08-05,2023-Invierno,Soya,Parcela C,Cosecha,907,1.23,1115.61,462,653.61,Lluvioso,Alta,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Oleaginosas
2023-02-25,2023-Verano,Café,Parcela C,Cosecha,454,4.96,2251.84,321,1930.84,Soleado,Baja,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-11-11,2023-Invierno,Café,Parcela A,Cosecha,475,5.22,2479.5,209,2270.5,Nublado,Baja,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-08-28,2023-Invierno,Plátano,Parcela C,Mantenimiento,0,0,0,303,-303,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-07-18,2023-Invierno,Plátano,Parcela D,Cosecha,451,0.72,324.72,271,53.72,Lluvioso,Baja,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-03-19,2023-Verano,Plátano,Parcela E,Mantenimiento,0,0,0,461,-461,Nublado,Media,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-08-17,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,486,-486,Lluvioso,Media,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-11-16,2023-Invierno,Maíz,Parcela E,Mantenimiento,0,0,0,420,-420,Nublado,Media,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-10-24,2023-Invierno,Café,Parcela B,Cosecha,859,5.25,4509.75,489,4020.75,Nublado,Baja,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-11-24,2023-Invierno,Soya,Parcela D,Mantenimiento,0,0,0,165,-165,Nublado,Media,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-03-08,2023-Verano,Plátano,Parcela A,Cosecha,442,0.78,344.76,256,88.76,Lluvioso,Media,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-03-20,2023-Verano,Maíz,Parcela D,Siembra,0,0,0,159,-159,Soleado,Alta,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-02-13,2023-Verano,Café,Parcela D,Siembra,0,0,0,447,-447,Soleado,Baja,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-12-10,2023-Invierno,Soya,Parcela B,Mantenimiento,0,0,0,393,-393,Lluvioso,Alta,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-08-28,2023-Invierno,Trigo,Parcela D,Mantenimiento,0,0,0,302,-302,Lluvioso,Alta,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-06-27,2023-Verano,Café,Parcela B,Siembra,0,0,0,157,-157,Soleado,Media,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-05-16,2023-Verano,Maíz,Parcela D,Mantenimiento,0,0,0,279,-279,Soleado,Media,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-12-04,2023-Invierno,Maíz,Parcela E,Siembra,0,0,0,388,-388,Soleado,Alta,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-09-29,2023-Invierno,Soya,Parcela D,Siembra,0,0,0,284,-284,Lluvioso,Media,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-12-15,2023-Invierno,Plátano,Parcela B,Cosecha,935,0.55,514.25,350,164.25,Lluvioso,Alta,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-09-03,2023-Invierno,Trigo,Parcela D,Mantenimiento,0,0,0,428,-428,Lluvioso,Alta,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-09-22,2023-Invierno,Maíz,Parcela C,Mantenimiento,0,0,0,303,-303,Nublado,Baja,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-04-24,2023-Verano,Café,Parcela E,Mantenimiento,0,0,0,440,-440,Lluvioso,Media,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
